Time,Temp,Duty
44370,24.3,0.1
44380,24.3,0.1
44390,24.3,0.1
44400,24.3,0.1
44410,24.3,0.1
44420,24.3,0.1
44430,24.3,0.1
44440,24.3,0.1
44450,24.3,0.1
44460,24.3,0.1
44470,24.3,0.1
44480,24.3,0.1
44490,24.3,0.1
44500,24.3,0.1
44510,24.3,0.1
44520,24.3,0.1
44530,24.3,0.1
44540,24.3,0.1
44550,24.3,0.1
44560,24.3,0.1
44570,24.3,0.1
44580,24.3,0.1
44590,24.3,0.1
44600,24.3,0.1
44610,24.3,0.1
44620,24.3,0.1
44630,24.3,0.1
44640,24.3,0.1
44650,24.3,0.1
44660,24.3,0.1
44670,24.3,0.1
44680,24.3,0.1
44690,24.3,0.1
44700,24.3,0.1
44710,24.3,0.1
44720,24.3,0.1
44730,24.3,0.1
44740,24.3,0.1
44750,24.3,0.1
44760,24.3,0.1
44770,24.3,0.1
44780,24.3,0.1
44790,24.3,0.1
44800,24.3,0.1
44810,24.3,0.1
44820,24.3,0.1
44830,24.3,0.1
44840,24.3,0.1
44850,24.3,0.1
44860,24.3,0.1
44870,24.3,0.1
44880,24.3,0.1
44890,24.3,0.1
44900,24.3,0.1
44910,24.3,0.1
44920,24.3,0.1
44930,24.3,0.1
44940,24.3,0.1
44950,24.3,0.1
44960,24.3,0.1
44970,24.3,0.1
44980,24.3,0.1
44990,24.3,0.1
45000,24.3,0.1
45010,24.3,0.1
45020,24.3,0.1
45030,24.3,0.1
45040,24.3,0.1
45050,24.3,0.1
45060,24.3,0.1
45070,24.3,0.1
45080,24.3,0.1
45090,24.3,0.1
45100,24.3,0.1
45110,24.3,0.1
45120,24.3,0.1
45130,24.3,0.1
45140,24.3,0.1
45150,24.3,0.1
45160,24.3,0.1
45170,24.3,0.1
45180,24.3,0.1
45190,24.3,0.1
45200,24.3,0.1
45210,24.3,0.1
45220,24.3,0.1
45230,24.3,0.1
45240,24.3,0.1
45250,24.3,0.1
45260,24.3,0.1
45270,24.3,0.1
45280,24.3,0.1
45290,24.3,0.1
45300,24.3,0.1
45310,24.3,0.1
45320,24.3,0.1
45330,24.3,0.1
45340,24.3,0.1
45350,24.3,0.1
45360,24.3,0.1
45370,24.3,0.1
45380,24.3,0.1
45390,24.3,0.1
45400,24.3,0.1
45410,24.3,0.1
45420,24.3,0.1
45430,24.3,0.1
45440,24.3,0.1
45450,24.3,0.1
45460,24.3,0.1
45470,24.3,0.1
45480,24.3,0.1
45490,24.3,0.1
45500,24.3,0.1
45510,24.3,0.1
45520,24.3,0.1
45530,24.3,0.1
45540,24.3,0.1
45550,24.3,0.1
45560,24.3,0.1
45570,24.3,0.1
45580,24.3,0.1
45590,24.3,0.1
45600,24.3,0.1
45610,24.3,0.1
45620,24.3,0.1
45630,24.3,0.1
45640,24.3,0.1
45650,24.3,0.1
45660,24.3,0.1
45670,24.3,0.1
45680,24.3,0.1
45690,24.3,0.1
45700,24.3,0.1
45710,24.3,0.1
45720,24.3,0.1
45730,24.3,0.1
45740,24.3,0.1
45750,24.4,0.1
45760,24.4,0.1
45770,24.4,0.1
45780,24.4,0.1
45790,24.4,0.1
45800,24.4,0.1
45810,24.4,0.1
45820,24.4,0.1
45830,24.4,0.1
45840,24.4,0.1
45850,24.4,0.1
45860,24.4,0.1
45870,24.4,0.1
45880,24.4,0.1
45890,24.4,0.1
45900,24.4,0.1
45910,24.4,0.1
45920,24.4,0.1
45930,24.4,0.1
45940,24.4,0.1
45950,24.4,0.1
45960,24.4,0.1
45970,24.4,0.1
45980,24.4,0.1
45990,24.4,0.1
46000,24.4,0.1
46010,24.4,0.1
46020,24.4,0.1
46030,24.4,0.1
46040,24.4,0.1
46050,24.4,0.1
46060,24.4,0.1
46070,24.4,0.1
46080,24.4,0.1
46090,24.4,0.1
46100,24.4,0.1
46110,24.4,0.1
46120,24.4,0.1
46130,24.4,0.1
46140,24.4,0.1
46150,24.4,0.1
46160,24.4,0.1
46170,24.4,0.1
46180,24.4,0.1
46190,24.4,0.1
46200,24.4,0.1
46210,24.4,0.1
46220,24.4,0.1
46230,24.4,0.1
46240,24.4,0.1
46250,24.4,0.1
46260,24.4,0.1
46270,24.4,0.1
46280,24.4,0.1
46290,24.4,0.1
46300,24.4,0.1
46310,24.4,0.1
46320,24.4,0.1
46330,24.4,0.1
46340,24.4,0.1
46350,24.4,0.1
46360,24.4,0.1
46370,24.4,0.1
46380,24.4,0.1
46390,24.4,0.1
46400,24.4,0.1
46410,24.4,0.1
46420,24.4,0.1
46430,24.4,0.1
46440,24.4,0.1
46450,24.4,0.1
46460,24.4,0.1
46470,24.4,0.1
46480,24.4,0.1
46490,24.4,0.1
46500,24.4,0.1
46510,24.4,0.1
46520,24.4,0.1
46530,24.4,0.1
46540,24.4,0.1
46550,24.4,0.1
46560,24.4,0.1
46570,24.4,0.1
46580,24.4,0.1
46590,24.4,0.1
46600,24.4,0.1
46610,24.4,0.1
46620,24.4,0.1
46630,24.4,0.1
46640,24.4,0.1
46650,24.4,0.1
46660,24.4,0.1
46670,24.4,0.1
46680,24.4,0.1
46690,24.4,0.1
46700,24.4,0.1
46710,24.4,0.1
46720,24.4,0.1
46730,24.4,0.1
46740,24.4,0.1
46750,24.4,0.1
46760,24.4,0.1
46770,24.4,0.1
46780,24.4,0.1
46790,24.4,0.1
46800,24.4,0.1
46810,24.4,0.1
46820,24.4,0.1
46830,24.4,0.1
46840,24.4,0.1
46850,24.4,0.1
46860,24.4,0.1
46870,24.4,0.1
46880,24.4,0.1
46890,24.4,0.1
46900,24.4,0.1
46910,24.4,0.1
46920,24.4,0.1
46930,24.4,0.1
46940,24.4,0.1
46950,24.4,0.1
46960,24.4,0.1
46970,24.4,0.1
46980,24.4,0.1
46990,24.4,0.1
47000,24.4,0.1
47010,24.4,0.1
47020,24.4,0.1
47030,24.4,0.1
47040,24.4,0.1
47050,24.4,0.1
47060,24.4,0.1
47070,24.4,0.1
47080,24.4,0.1
47090,24.4,0.1
47100,24.4,0.1
47110,24.4,0.1
47120,24.4,0.1
47130,24.4,0.1
47140,24.4,0.1
47150,24.4,0.1
47160,24.4,0.1
47170,24.4,0.1
47180,24.4,0.1
47190,24.4,0.1
47200,24.4,0.1
47210,24.4,0.1
47220,24.4,0.1
47230,24.4,0.1
47240,24.4,0.1
47250,24.4,0.1
47260,24.4,0.1
47270,24.4,0.1
47280,24.4,0.1
47290,24.4,0.1
47300,24.4,0.1
47310,24.4,0.1
47320,24.4,0.1
47330,24.4,0.1
47340,24.4,0.1
47350,24.4,0.1
47360,24.4,0.1
47370,24.4,0.1
47380,24.4,0.1
47390,24.4,0.1
47400,24.4,0.1
47410,24.4,0.1
47420,24.4,0.1
47430,24.4,0.1
47440,24.4,0.1
47450,24.4,0.1
47460,24.4,0.1
47470,24.4,0.1
47480,24.4,0.1
47490,24.4,0.1
47500,24.4,0.1
47510,24.4,0.1
47520,24.4,0.1
47530,24.4,0.1
47540,24.4,0.1
47550,24.4,0.1
47560,24.4,0.1
47570,24.4,0.1
47580,24.4,0.1
47590,24.4,0.1
47600,24.4,0.1
47610,24.4,0.1
47620,24.4,0.1
47630,24.4,0.1
47640,24.4,0.1
47650,24.4,0.1
47660,24.4,0.1
47670,24.4,0.1
47680,24.4,0.1
47690,24.4,0.1
47700,24.4,0.1
47710,24.4,0.1
47720,24.4,0.1
47730,24.4,0.1
47740,24.4,0.1
47750,24.4,0.1
47760,24.4,0.1
47770,24.4,0.1
47780,24.4,0.1
47790,24.4,0.1
47800,24.4,0.1
47810,24.4,0.1
47820,24.4,0.1
47830,24.4,0.1
47840,24.4,0.1
47850,24.4,0.1
47860,24.4,0.1
47870,24.4,0.1
47880,24.4,0.1
47890,24.4,0.1
47900,24.4,0.1
47910,24.4,0.1
47920,24.4,0.1
47930,24.4,0.1
47940,24.4,0.1
47950,24.4,0.1
47960,24.4,0.1
47970,24.4,0.1
47980,24.4,0.1
47990,24.4,0.1
48000,24.4,0.1
48010,24.4,0.1
48020,24.4,0.1
48030,24.4,0.1
48040,24.4,0.1
48050,24.4,0.1
48060,24.4,0.1
48070,24.4,0.1
48080,24.4,0.1
48090,24.4,0.1
48100,24.4,0.1
48110,24.4,0.1
48120,24.4,0.1
48130,24.4,0.1
48140,24.4,0.1
48150,24.4,0.1
48160,24.4,0.1
48170,24.4,0.1
48180,24.4,0.1
48190,24.4,0.1
48200,24.4,0.1
48210,24.4,0.1
48220,24.4,0.1
48230,24.4,0.1
48240,24.4,0.1
48250,24.4,0.1
48260,24.4,0.1
48270,24.4,0.1
48280,24.4,0.1
48290,24.4,0.1
48300,24.4,0.1
48310,24.4,0.1
48320,24.4,0.1
48330,24.4,0.1
48340,24.4,0.1
48350,24.4,0.1
48360,24.4,0.1
48370,24.4,0.1
48380,24.4,0.1
48390,24.4,0.1
48400,24.4,0.1
48410,24.4,0.1
48420,24.4,0.1
48430,24.4,0.1
48440,24.4,0.1
48450,24.4,0.1
48460,24.4,0.1
48470,24.4,0.1
48480,24.4,0.1
48490,24.4,0.1
48500,24.4,0.1
48510,24.4,0.1
48520,24.4,0.1
48530,24.4,0.1
48540,24.4,0.1
48550,24.4,0.1
48560,24.4,0.1
48570,24.4,0.1
48580,24.4,0.1
48590,24.4,0.1
48600,24.4,0.1
48610,24.4,0.1
48620,24.4,0.1
48630,24.4,0.1
48640,24.4,0.1
48650,24.4,0.1
48660,24.4,0.1
48670,24.4,0.1
48680,24.4,0.1
48690,24.4,0.1
48700,24.4,0.1
48710,24.4,0.1
48720,24.4,0.1
48730,24.4,0.1
48740,24.4,0.1
48750,24.4,0.1
48760,24.4,0.1
48770,24.4,0.1
48780,24.4,0.1
48790,24.4,0.1
48800,24.4,0.1
48810,24.4,0.1
48820,24.4,0.1
48830,24.4,0.1
48840,24.4,0.1
48850,24.4,0.1
48860,24.4,0.1
48870,24.4,0.1
48880,24.4,0.1
48890,24.4,0.1
48900,24.4,0.1
48910,24.4,0.1
48920,24.4,0.1
48930,24.4,0.1
48940,24.4,0.1
48950,24.4,0.1
48960,24.4,0.1
48970,24.4,0.1
48980,24.4,0.1
48990,24.4,0.1
49000,24.4,0.1
49010,24.4,0.1
49020,24.4,0.1
49030,24.4,0.1
49040,24.4,0.1
49050,24.4,0.1
49060,24.4,0.1
49070,24.4,0.1
49080,24.4,0.1
49090,24.4,0.1
49100,24.4,0.1
49110,24.4,0.1
49120,24.4,0.1
49130,24.4,0.1
49140,24.4,0.1
49150,24.4,0.1
49160,24.4,0.1
49170,24.4,0.1
49180,24.4,0.1
49190,24.4,0.1
49200,24.4,0.1
49210,24.4,0.1
49220,24.4,0.1
49230,24.4,0.1
49240,24.4,0.1
49250,24.4,0.1
49260,24.4,0.1
49270,24.4,0.1
49280,24.4,0.1
49290,24.4,0.1
49300,24.4,0.1
49310,24.4,0.1
49320,24.4,0.1
49330,24.4,0.1
49340,24.4,0.1
49350,24.4,0.1
49360,24.4,0.1
49370,24.4,0.1
49380,24.4,0.1
49390,24.4,0.1
49400,24.4,0.1
49410,24.4,0.1
49420,24.4,0.1
49430,24.4,0.1
49440,24.4,0.1
49450,24.4,0.1
49460,24.5,0.1
49470,24.5,0.1
49480,24.5,0.1
49490,24.5,0.1
49500,24.5,0.1
49510,24.5,0.1
49520,24.5,0.1
49530,24.5,0.1
49540,24.5,0.1
49550,24.5,0.1
49560,24.5,0.1
49570,24.5,0.1
49580,24.5,0.1
49590,24.5,0.1
49600,24.5,0.1
49610,24.5,0.1
49620,24.5,0.1
49630,24.5,0.1
49640,24.5,0.1
49650,24.5,0.1
49660,24.5,0.1
49670,24.5,0.1
49680,24.5,0.1
49690,24.5,0.1
49700,24.5,0.1
49710,24.5,0.1
49720,24.5,0.1
49730,24.5,0.1
49740,24.5,0.1
49750,24.5,0.1
49760,24.5,0.1
49770,24.5,0.1
49780,24.5,0.1
49790,24.5,0.1
49800,24.5,0.1
49810,24.5,0.1
49820,24.5,0.1
49830,24.5,0.1
49840,24.5,0.1
49850,24.5,0.1
49860,24.5,0.1
49870,24.5,0.1
49880,24.5,0.1
49890,24.5,0.1
49900,24.5,0.1
49910,24.5,0.1
49920,24.5,0.1
49930,24.5,0.1
49940,24.5,0.1
49950,24.5,0.1
49960,24.5,0.1
49970,24.5,0.1
49980,24.5,0.1
49990,24.5,0.1
50000,24.5,0.1
50010,24.5,0.1
50020,24.5,0.1
50030,24.5,0.1
50040,24.5,0.1
50050,24.5,0.1
50060,24.5,0.1
50070,24.5,0.1
50080,24.5,0.1
50090,24.5,0.1
50100,24.5,0.1
50110,24.5,0.1
50120,24.5,0.1
50130,24.5,0.1
50140,24.5,0.1
50150,24.5,0.1
50160,24.5,0.1
50170,24.5,0.1
50180,24.5,0.1
50190,24.6,0.1
50200,24.6,0.1
50210,24.6,0.1
50220,24.6,0.1
50230,24.6,0.1
50240,24.6,0.1
50250,24.6,0.1
50260,24.6,0.1
50270,24.6,0.1
50280,24.6,0.1
50290,24.6,0.1
50300,24.6,0.1
50310,24.6,0.1
50320,24.6,0.1
50330,24.6,0.1
50340,24.6,0.1
50350,24.6,0.1
50360,24.6,0.1
50370,24.6,0.1
50380,24.6,0.1
50390,24.6,0.1
50400,24.6,0.1
50410,24.6,0.1
50420,24.6,0.1
50430,24.6,0.1
50440,24.6,0.1
50450,24.6,0.1
50460,24.6,0.1
50470,24.6,0.1
50480,24.6,0.1
50490,24.6,0.1
50500,24.6,0.1
50510,24.6,0.1
50520,24.6,0.1
50530,24.6,0.1
50540,24.6,0.1
50550,24.6,0.1
50560,24.6,0.1
50570,24.6,0.1
50580,24.6,0.1
50590,24.6,0.1
50600,24.6,0.1
50610,24.6,0.1
50620,24.6,0.1
50630,24.6,0.1
50640,24.6,0.1
50650,24.6,0.1
50660,24.6,0.1
50670,24.6,0.1
50680,24.6,0.1
50690,24.6,0.1
50700,24.6,0.1
50710,24.6,0.1
50720,24.6,0.1
50730,24.6,0.1
50740,24.6,0.1
50750,24.6,0.1
50760,24.6,0.1
50770,24.6,0.1
50780,24.6,0.1
50790,24.6,0.1
50800,24.6,0.1
50810,24.6,0.1
50820,24.6,0.1
50830,24.6,0.1
50840,24.6,0.1
50850,24.6,0.1
50860,24.6,0.1
50870,24.6,0.1
50880,24.6,0.1
50890,24.6,0.1
50900,24.6,0.1
50910,24.6,0.1
50920,24.6,0.1
50930,24.6,0.1
50940,24.6,0.1
50950,24.6,0.1
50960,24.6,0.1
50970,24.6,0.1
50980,24.6,0.1
50990,24.6,0.1
51000,24.6,0.1
51010,24.6,0.1
51020,24.6,0.1
51030,24.6,0.1
51040,24.6,0.1
51050,24.6,0.1
51060,24.6,0.1
51070,24.6,0.1
51080,24.6,0.1
51090,24.6,0.1
51100,24.6,0.1
51110,24.6,0.1
51120,24.6,0.1
51130,24.6,0.1
51140,24.6,0.1
51150,24.6,0.1
51160,24.6,0.1
51170,24.6,0.1
51180,24.6,0.1
51190,24.6,0.1
51200,24.6,0.1
51210,24.6,0.1
51220,24.6,0.1
51230,24.6,0.1
51240,24.6,0.1
51250,24.6,0.1
51260,24.6,0.1
51270,24.6,0.1
51280,24.6,0.1
51290,24.6,0.1
51300,24.6,0.1
51310,24.6,0.1
51320,24.6,0.1
51330,24.6,0.1
51340,24.6,0.1
51350,24.6,0.1
51360,24.6,0.1
51370,24.6,0.1
51380,24.6,0.1
51390,24.6,0.1
51400,24.6,0.1
51410,24.6,0.1
51420,24.6,0.1
51430,24.6,0.1
51440,24.6,0.1
51450,24.6,0.1
51460,24.6,0.1
51470,24.6,0.1
51480,24.6,0.1
51490,24.6,0.1
51500,24.6,0.1
51510,24.6,0.1
51520,24.6,0.1
51530,24.6,0.1
51540,24.6,0.1
51550,24.6,0.1
51560,24.6,0.1
51570,24.6,0.1
51580,24.6,0.1
51590,24.6,0.1
51600,24.6,0.1
51610,24.6,0.1
51620,24.6,0.1
51630,24.6,0.1
51640,24.6,0.1
51650,24.6,0.1
51660,24.6,0.1
51670,24.6,0.1
51680,24.6,0.1
51690,24.6,0.1
51700,24.6,0.1
51710,24.6,0.1
51720,24.6,0.1
51730,24.6,0.1
51740,24.6,0.1
51750,24.6,0.1
51760,24.6,0.1
51770,24.6,0.1
51780,24.6,0.1
51790,24.6,0.1
51800,24.6,0.1
51810,24.6,0.1
51820,24.6,0.1
51830,24.6,0.1
51840,24.6,0.1
51850,24.6,0.1
51860,24.6,0.1
51870,24.6,0.1
51880,24.6,0.1
51890,24.6,0.1
51900,24.6,0.1
51910,24.6,0.1
51920,24.6,0.1
51930,24.6,0.1
51940,24.6,0.1
51950,24.6,0.1
51960,24.6,0.1
51970,24.6,0.1
51980,24.6,0.1
51990,24.6,0.1
52000,24.6,0.1
52010,24.6,0.1
52020,24.6,0.1
52030,24.6,0.1
52040,24.6,0.1
52050,24.6,0.1
52060,24.6,0.1
52070,24.6,0.1
52080,24.6,0.1
52090,24.6,0.1
52100,24.6,0.1
52110,24.6,0.1
52120,24.6,0.1
52130,24.6,0.1
52140,24.6,0.1
52150,24.6,0.1
52160,24.6,0.1
52170,24.6,0.1
52180,24.6,0.1
52190,24.6,0.1
52200,24.6,0.1
52210,24.6,0.1
52220,24.6,0.1
52230,24.6,0.1
52240,24.6,0.1
52250,24.6,0.1
52260,24.6,0.1
52270,24.6,0.1
52280,24.6,0.1
52290,24.6,0.1
52300,24.6,0.1
52310,24.6,0.1
52320,24.6,0.1
52330,24.6,0.1
52340,24.6,0.1
52350,24.6,0.1
52360,24.6,0.1
52370,24.6,0.1
52380,24.6,0.1
52390,24.6,0.1
52400,24.6,0.1
52410,24.6,0.1
52420,24.6,0.1
52430,24.6,0.1
52440,24.6,0.1
52450,24.6,0.1
52460,24.6,0.1
52470,24.6,0.1
52480,24.6,0.1
52490,24.6,0.1
52500,24.6,0.1
52510,24.6,0.1
52520,24.6,0.1
52530,24.6,0.1
52540,24.6,0.1
52550,24.6,0.1
52560,24.6,0.1
52570,24.6,0.1
52580,24.6,0.1
52590,24.6,0.1
52600,24.6,0.1
52610,24.6,0.1
52620,24.6,0.1
52630,24.6,0.1
52640,24.6,0.1
52650,24.6,0.1
52660,24.6,0.1
52670,24.6,0.1
52680,24.6,0.1
52690,24.6,0.1
52700,24.6,0.1
52710,24.6,0.1
52720,24.6,0.1
52730,24.6,0.1
52740,24.6,0.1
52750,24.6,0.1
52760,24.6,0.1
52770,24.6,0.1
52780,24.6,0.1
52790,24.6,0.1
52800,24.6,0.1
52810,24.6,0.1
52820,24.6,0.1
52830,24.6,0.1
52840,24.6,0.1
52850,24.6,0.1
52860,24.6,0.1
52870,24.6,0.1
52880,24.6,0.1
52890,24.6,0.1
52900,24.6,0.1
52910,24.6,0.1
52920,24.6,0.1
52930,24.6,0.1
52940,24.6,0.1
52950,24.6,0.1
52960,24.6,0.1
52970,24.6,0.1
52980,24.6,0.1
52990,24.6,0.1
53000,24.6,0.1
53010,24.6,0.1
53020,24.6,0.1
53030,24.6,0.1
53040,24.6,0.1
53050,24.6,0.1
53060,24.6,0.1
53070,24.6,0.1
53080,24.6,0.1
53090,24.6,0.1
53100,24.6,0.1
53110,24.6,0.1
53120,24.6,0.1
53130,24.6,0.1
53140,24.6,0.1
53150,24.6,0.1
53160,24.6,0.1
53170,24.7,0.1
53180,24.7,0.1
53190,24.7,0.1
53200,24.7,0.1
53210,24.7,0.1
53220,24.7,0.1
53230,24.7,0.1
53240,24.7,0.1
53250,24.7,0.1
53260,24.7,0.1
53270,24.7,0.1
53280,24.7,0.1
53290,24.7,0.1
53300,24.7,0.1
53310,24.7,0.1
53320,24.7,0.1
53330,24.7,0.1
53340,24.7,0.1
53350,24.7,0.1
53360,24.7,0.1
53370,24.7,0.1
53380,24.7,0.1
53390,24.7,0.1
53400,24.7,0.1
53410,24.7,0.1
53420,24.7,0.1
53430,24.7,0.1
53440,24.7,0.1
53450,24.7,0.1
53460,24.7,0.1
53470,24.7,0.1
53480,24.7,0.1
53490,24.7,0.1
53500,24.7,0.1
53510,24.7,0.1
53520,24.7,0.1
53530,24.7,0.1
53540,24.7,0.1
53550,24.7,0.1
53560,24.7,0.1
53570,24.7,0.1
53580,24.7,0.1
53590,24.7,0.1
53600,24.7,0.1
53610,24.7,0.1
53620,24.7,0.1
53630,24.7,0.1
53640,24.7,0.1
53650,24.7,0.1
53660,24.7,0.1
53670,24.7,0.1
53680,24.7,0.1
53690,24.7,0.1
53700,24.7,0.1
53710,24.7,0.1
53720,24.7,0.1
53730,24.7,0.1
53740,24.7,0.1
53750,24.7,0.1
53760,24.7,0.1
53770,24.7,0.1
53780,24.7,0.1
53790,24.7,0.1
53800,24.7,0.1
53810,24.7,0.1
53820,24.7,0.1
53830,24.7,0.1
53840,24.7,0.1
53850,24.7,0.1
53860,24.7,0.1
53870,24.7,0.1
53880,24.7,0.1
53890,24.7,0.1
53900,24.7,0.1
53910,24.7,0.1
53920,24.7,0.1
53930,24.7,0.1
53940,24.7,0.1
53950,24.7,0.1
53960,24.7,0.1
53970,24.7,0.1
53980,24.7,0.1
53990,24.7,0.1
54000,24.7,0.1
54010,24.7,0.1
54020,24.7,0.1
54030,24.7,0.1
54040,24.7,0.1
54050,24.7,0.1
54060,24.7,0.1
54070,24.7,0.1
54080,24.7,0.1
54090,24.7,0.1
54100,24.7,0.1
54110,24.7,0.1
54120,24.7,0.1
54130,24.7,0.1
54140,24.7,0.1
54150,24.7,0.1
54160,24.7,0.1
54170,24.7,0.1
54180,24.7,0.1
54190,24.7,0.1
54200,24.7,0.1
54210,24.7,0.1
54220,24.7,0.1
54230,24.7,0.1
54240,24.7,0.1
54250,24.7,0.1
54260,24.7,0.1
54270,24.7,0.1
54280,24.7,0.1
54290,24.7,0.1
54300,24.7,0.1
54310,24.7,0.1
54320,24.7,0.1
54330,24.7,0.1
54340,24.7,0.1
54350,24.7,0.1
54360,24.7,0.1
54370,24.7,0.1
54380,24.7,0.1
54390,24.7,0.1
54400,24.7,0.1
54410,24.7,0.1
54420,24.7,0.1
54430,24.7,0.1
54440,24.7,0.1
54450,24.7,0.1
54460,24.7,0.1
54470,24.7,0.1
54480,24.7,0.1
54490,24.7,0.1
54500,24.7,0.1
54510,24.7,0.1
54520,24.7,0.1
54530,24.7,0.1
54540,24.7,0.1
54550,24.7,0.1
54560,24.7,0.1
54570,24.7,0.1
54580,24.7,0.1
54590,24.7,0.1
54600,24.7,0.1
54610,24.7,0.1
54620,24.7,0.1
54630,24.7,0.1
54640,24.7,0.1
54650,24.7,0.1
54660,24.7,0.1
54670,24.7,0.1
54680,24.7,0.1
54690,24.7,0.1
54700,24.7,0.1
54710,24.7,0.1
54720,24.7,0.1
54730,24.7,0.1
54740,24.7,0.1
54750,24.7,0.1
54760,24.7,0.1
54770,24.7,0.1
54780,24.7,0.1
54790,24.7,0.1
54800,24.7,0.1
54810,24.7,0.1
54820,24.7,0.1
54830,24.7,0.1
54840,24.7,0.1
54850,24.7,0.1
54860,24.7,0.1
54870,24.7,0.1
54880,24.7,0.1
54890,24.7,0.1
54900,24.7,0.1
54910,24.7,0.1
54920,24.7,0.1
54930,24.7,0.1
54940,24.7,0.1
54950,24.7,0.1
54960,24.7,0.1
54970,24.7,0.1
54980,24.7,0.1
54990,24.7,0.1
55000,24.7,0.1
55010,24.7,0.1
55020,24.8,0.1
55030,24.8,0.1
55040,24.8,0.1
55050,24.8,0.1
55060,24.8,0.1
55070,24.8,0.1
55080,24.8,0.1
55090,24.8,0.1
55100,24.8,0.1
55110,24.8,0.1
55120,24.8,0.1
55130,24.8,0.1
55140,24.8,0.1
55150,24.8,0.1
55160,24.8,0.1
55170,24.8,0.1
55180,24.8,0.1
55190,24.8,0.1
55200,24.8,0.1
55210,24.8,0.1
55220,24.8,0.1
55230,24.8,0.1
55240,24.8,0.1
55250,24.8,0.1
55260,24.8,0.1
55270,24.8,0.1
55280,24.8,0.1
55290,24.8,0.1
55300,24.8,0.1
55310,24.8,0.1
55320,24.8,0.1
55330,24.8,0.1
55340,24.8,0.1
55350,24.8,0.1
55360,24.8,0.1
55370,24.8,0.1
55380,24.8,0.1
55390,24.8,0.1
55400,24.8,0.1
55410,24.8,0.1
55420,24.8,0.1
55430,24.8,0.1
55440,24.8,0.1
55450,24.8,0.1
55460,24.8,0.1
55470,24.8,0.1
55480,24.8,0.1
55490,24.8,0.1
55500,24.8,0.1
55510,24.8,0.1
55520,24.8,0.1
55530,24.8,0.1
55540,24.8,0.1
55550,24.8,0.1
55560,24.8,0.1
55570,24.8,0.1
55580,24.8,0.1
55590,24.8,0.1
55600,24.8,0.1
55610,24.8,0.1
55620,24.8,0.1
55630,24.8,0.1
55640,24.8,0.1
55650,24.8,0.1
55660,24.8,0.1
55670,24.8,0.1
55680,24.8,0.1
55690,24.8,0.1
55700,24.8,0.1
55710,24.8,0.1
55720,24.8,0.1
55730,24.8,0.1
55740,24.8,0.1
55750,24.8,0.1
55760,24.8,0.1
55770,24.8,0.1
55780,24.8,0.1
55790,24.8,0.1
55800,24.8,0.1
55810,24.8,0.1
55820,24.8,0.1
55830,24.8,0.1
55840,24.8,0.1
55850,24.8,0.1
55860,24.8,0.1
55870,24.8,0.1
55880,24.8,0.1
55890,24.8,0.1
55900,24.8,0.1
55910,24.8,0.1
55920,24.8,0.1
55930,24.8,0.1
55940,24.8,0.1
55950,24.8,0.1
55960,24.8,0.1
55970,24.8,0.1
55980,24.8,0.1
55990,24.8,0.1
56000,24.8,0.1
56010,24.8,0.1
56020,24.8,0.1
56030,24.8,0.1
56040,24.8,0.1
56050,24.8,0.1
56060,24.8,0.1
56070,24.8,0.1
56080,24.8,0.1
56090,24.8,0.1
56100,24.8,0.1
56110,24.8,0.1
56120,24.8,0.1
56130,24.8,0.1
56140,24.8,0.1
56150,24.8,0.1
56160,24.8,0.1
56170,24.8,0.1
56180,24.8,0.1
56190,24.8,0.1
56200,24.8,0.1
56210,24.8,0.1
56220,24.8,0.1
56230,24.8,0.1
56240,24.8,0.1
56250,24.8,0.1
56260,24.8,0.1
56270,24.8,0.1
56280,24.8,0.1
56290,24.8,0.1
56300,24.8,0.1
56310,24.8,0.1
56320,24.8,0.1
56330,24.8,0.1
56340,24.8,0.1
56350,24.8,0.1
56360,24.8,0.1
56370,24.8,0.1
56380,24.8,0.1
56390,24.8,0.1
56400,24.8,0.1
56410,24.8,0.1
56420,24.8,0.1
56430,24.8,0.1
56440,24.8,0.1
56450,24.8,0.1
56460,24.8,0.1
56470,24.8,0.1
56480,24.8,0.1
56490,24.8,0.1
56500,24.8,0.1
56510,24.8,0.1
56520,24.8,0.1
56530,24.8,0.1
56540,24.8,0.1
56550,24.8,0.1
56560,24.8,0.1
56570,24.8,0.1
56580,24.8,0.1
56590,24.8,0.1
56600,24.8,0.1
56610,24.8,0.1
56620,24.8,0.1
56630,24.8,0.1
56640,24.8,0.1
56650,24.8,0.1
56660,24.8,0.1
56670,24.8,0.1
56680,24.8,0.1
56690,24.8,0.1
56700,24.8,0.1
56710,24.8,0.1
56720,24.8,0.1
56730,24.8,0.1
56740,24.8,0.1
56750,24.8,0.1
56760,24.8,0.1
56770,24.8,0.1
56780,24.8,0.1
56790,24.8,0.1
56800,24.8,0.1
56810,24.8,0.1
56820,24.8,0.1
56830,24.8,0.1
56840,24.8,0.1
56850,24.8,0.1
56860,24.8,0.1
56870,24.8,0.1
56880,24.8,0.1
56890,24.8,0.1
56900,24.8,0.1
56910,24.8,0.1
56920,24.8,0.1
56930,24.8,0.1
56940,24.8,0.1
56950,24.8,0.1
56960,24.8,0.1
56970,24.8,0.1
56980,24.8,0.1
56990,24.8,0.1
57000,24.8,0.1
57010,24.8,0.1
57020,24.8,0.1
57030,24.8,0.1
57040,24.8,0.1
57050,24.8,0.1
57060,24.8,0.1
57070,24.8,0.1
